number,name,status
632,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
706,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
608,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
635,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
508,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3134,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
280,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
622,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
574,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
459,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
618,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
402,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
485,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
679,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
285,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
491,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
663,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
3119,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
319,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
362,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
732,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Draft
204,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
488,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3112,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
692,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
450,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
437,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
702,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
714,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
375,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
637,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
387,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
392,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
395,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
218,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
579,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
725,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
434,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
6,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Superseded
585,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
101,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
472,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
295,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
554,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
674,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
602,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Accepted
277,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
724,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
100,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
630,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
298,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
356,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
225,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
419,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
733,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Draft
346,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
103,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
248,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
430,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
11,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
453,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
261,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
545,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
20,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
205,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
447,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
222,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
609,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
576,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
516,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3147,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3099,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
475,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
338,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
444,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Deferred
511,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
607,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
3003,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
705,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
709,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
509,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
543,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
446,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
371,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
457,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
561,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
726,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
347,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
301,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
658,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
471,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
386,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
524,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
377,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
586,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
3107,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
441,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
411,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
379,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
250,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
517,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3110,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
325,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
678,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
213,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
489,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
421,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3136,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
258,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3155,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
201,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
697,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3333,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
456,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
357,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
435,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8102,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
304,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
695,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
425,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
616,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
320,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
234,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3154,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
731,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
200,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
686,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
253,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
393,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
42,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
409,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
365,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
623,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
518,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
540,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
727,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
639,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
333,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
467,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
354,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
531,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
445,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3148,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
9,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
279,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
675,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
735,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
381,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
236,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
617,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
8105,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
206,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
642,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3139,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
645,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
232,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
665,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8014,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
431,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
507,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Rejected
307,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
322,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3149,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
553,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
515,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3108,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
289,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
339,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
634,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
699,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
510,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
1,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
593,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
420,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
460,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
641,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
504,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
432,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
605,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
673,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
676,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
415,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
454,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
330,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
293,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3116,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
535,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
440,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8000,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
336,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8101,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
5,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Superseded
3128,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
611,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
653,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
525,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
235,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
355,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
260,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
684,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
324,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3106,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
353,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
416,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
601,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
506,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
754,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
290,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
326,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
272,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
556,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
572,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
670,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3130,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
606,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3001,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
382,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
343,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
449,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
646,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
610,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
398,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
532,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
564,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
283,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
494,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
8015,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
241,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
599,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
720,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Draft
603,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
363,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8001,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
360,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
487,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
566,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
657,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3100,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
288,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
638,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
303,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
268,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
704,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
3138,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
7,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
539,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
594,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
560,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
249,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
230,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
512,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
661,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
3142,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
404,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
102,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
737,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
677,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
468,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
312,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3101,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3122,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
264,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
505,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
315,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
473,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8100,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
550,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
252,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
698,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
3137,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
243,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
257,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
613,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
278,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
369,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
672,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
368,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
502,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
414,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
314,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
12,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
480,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
287,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
3133,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
596,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
413,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
3113,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3152,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
723,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Provisional
719,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
423,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Deferred
3002,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
389,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
341,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
581,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Accepted
519,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
656,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
210,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3102,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
628,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
466,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
559,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
500,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
351,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
429,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
600,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3111,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
215,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
3104,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
427,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
305,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
366,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
376,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
