number,name,status
366,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
454,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
626,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
348,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
595,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
655,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
596,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
3001,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
5,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Superseded
210,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
277,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
100,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
299,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
240,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
682,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
541,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
661,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
517,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
680,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
355,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
9,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
667,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
326,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8002,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
408,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
290,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
464,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
3139,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
508,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
364,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
395,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
3150,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
4,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
236,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
344,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
3153,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
3147,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
688,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
656,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
380,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
737,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
413,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
229,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
243,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
521,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
567,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
545,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
598,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
260,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
315,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3333,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
523,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
386,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
333,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
262,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
369,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
335,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
400,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
608,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
577,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
383,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
212,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
477,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
630,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
720,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Draft
463,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
8010,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
324,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3109,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
284,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
208,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
352,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3127,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
644,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3108,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3100,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
481,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
575,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
361,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
727,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
3101,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
501,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
6,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Superseded
448,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
469,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
317,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
272,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
635,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
600,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3103,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
535,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
609,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
343,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
223,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
337,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3110,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
391,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8016,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Accepted
616,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
216,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
718,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
560,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
282,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
498,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
222,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
1,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
512,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
676,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
754,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
629,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
444,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Deferred
235,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
533,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
732,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Draft
511,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
484,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
257,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
244,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
441,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3124,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
591,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
8,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
414,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
637,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
684,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
711,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
473,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
466,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
207,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
275,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
636,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
525,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
504,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
204,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
261,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
631,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
200,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
529,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
651,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
375,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
527,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
455,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
407,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Deferred
371,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
387,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
543,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
697,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
350,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
420,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3130,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
564,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
699,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
7,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
613,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
439,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
604,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
589,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
425,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
436,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
451,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
476,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
555,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
672,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
228,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
3149,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
12,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
357,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
587,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3002,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
13,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
2,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
572,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
205,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
708,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Provisional
659,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Draft
214,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3145,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
213,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
497,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Rejected
652,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
553,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
487,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3116,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
268,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
698,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
269,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
3141,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
465,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
733,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Draft
724,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
671,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
359,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
3123,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
281,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
505,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
399,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
3102,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
263,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
554,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
522,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
266,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
599,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
675,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
479,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
707,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
328,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
403,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
669,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
273,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3144,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
558,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
390,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3128,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
457,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
431,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
513,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
453,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
296,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
422,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
500,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
381,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
316,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
503,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
472,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
248,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
432,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
354,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Superseded
427,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
471,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8100,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
3099,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
251,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
242,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
234,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
417,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
462,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
694,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
470,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
254,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
632,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
597,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
605,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
445,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
493,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
339,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
546,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
714,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
639,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Draft
8015,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
614,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
8014,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
594,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
562,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
249,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
101,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
3156,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3143,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
405,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
231,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
411,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Superseded
701,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
437,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
289,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3125,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
334,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
695,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
566,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
578,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
353,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
542,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
3118,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
331,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
681,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
677,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
657,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
496,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Rejected
583,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
347,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Final
349,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
206,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
11,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
346,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
458,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
341,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
312,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
303,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
506,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
621,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
280,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
429,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
3135,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
539,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
20,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
719,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Active
340,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
548,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
256,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Rejected
547,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Deferred
298,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
474,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Withdrawn
201,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
586,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Accepted
237,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3115,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
10,"Normative PEP describing or proposing a change to a Python community process, workflow or governance",Active
482,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
292,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
426,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Withdrawn
247,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
406,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Withdrawn
384,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
565,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
356,"Non-normative PEP containing background, guidelines or other information relevant to the Python ecosystem",Final
623,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
3106,"Normative PEP with a new feature for Python, implementation change for CPython or interoperability standard for the ecosystem",Final
